,aid,title,season
605,974,天保異聞妖奇士,2006_3
606,977,流星のロックマン,2006_3
607,984,奏光のストレイン,2006_3
608,954,ネギま！？,2006_3
609,966,009-1[ゼロゼロナインワン],2006_3
610,956,スーパーロボット大戦OGディバイン・ウォーズ,2006_3
611,969,護くんに女神の祝福を！,2006_3
612,960,Gift～ギフト～eternalrainbow,2006_3
613,947,夜明け前より瑠璃色なCrescentLove,2006_3
614,959,はぴねす！,2006_3
615,953,蒼天の拳,2006_3
616,970,くじびきアンバランス,2006_3
617,941,マージナルプリンス月桂樹の王子達,2006_3
618,986,TOKYOTRIBE2-トウキョウトライブ,2006_3
619,943,らぶドルLovelyIdol,2006_3
620,965,銀色のオリンシス,2006_3
621,940,ギャラクシーエンジェる～ん,2006_3
622,975,ぷるるんっ！しずくちゃん,2006_3
623,957,砂沙美☆魔法少女クラブシーズン2,2006_3
624,958,銀河鉄道物語～永遠への分岐点～,2006_3
625,938,オーバン・スターレーサーズ,2006_3
626,987,うっかりペネロペ,2006_3
627,4221,FunnyPetsファニーペッツ2ndシーズン,2006_3
628,4104,RGBアドベンチャー,2006_3
629,1003,のだめカンタービレ,2007_0
630,1011,NARUTOナルト疾風伝,2007_0
631,1001,ひだまりスケッチ,2007_0
632,996,MAJOR第3シリーズ-メジャー,2007_0
633,988,ローゼンメイデンオーベルテューレ,2007_0
634,991,レ・ミゼラブル少女コゼット,2007_0
635,999,がくえんゆーとぴあまなびストレート！,2007_0
636,1015,MOONLIGHTMILE,2007_0
637,1012,ロケットガール,2007_0
638,1009,Yes！プリキュア5,2007_0
639,997,デルトラクエスト,2007_0
640,989,ウィンターガーデン,2007_0
641,1013,一騎当千DragonDestiny[ドラゴンデスティニー],2007_0
642,1007,東京魔人學園剣風帖龍龍(トウ),2007_0
643,998,シャッフル！メモリーズ-SHUFFLE！MEMORIES,2007_0
644,1004,FLAG[フラッグ]第2シーズン,2007_0
645,993,セイントオクトーバーSaintOctober,2007_0
646,1005,月面兎兵器ミーナ,2007_0
647,1010,獣装機攻ダンクーガノヴァ,2007_0
648,1014,ライディーンREIDEEN,2007_0
649,4440,恋する天使アンジェリーク～かがやきの明日～,2007_0
650,1000,MasterofEpicTheAnimationAgeマスターオブエピック・ジアニメーションエイジ,2007_0
651,995,ひまわりっ！！,2007_0
652,1002,VenusVersusVirus-ヴィーナスヴァーサスヴァイアラス,2007_0
653,994,京四郎と永遠の空,2007_0
654,1008,古代王者恐竜キングDキッズアドベンチャー,2007_0
655,8685,オリガのロシア語講座,2007_0
656,4314,アニメ・ピンキーストリート,2007_0
657,1022,天元突破グレンラガン,2007_1
658,1045,DarkerthanBLACK-ダーカーザンブラック黒の契約者,2007_1
659,1056,らき☆すた,2007_1
660,1024,瀬戸の花嫁,2007_1
661,1064,電脳コイル,2007_1
662,1058,おおきく振りかぶって,2007_1
663,1055,ぼくらの,2007_1
664,1054,精霊の守り人,2007_1
665,1023,ハヤテのごとく！,2007_1
666,1021,魔法少女リリカルなのはStrikerS[ストライカーズ],2007_1
667,1032,CLAYMOREクレイモア,2007_1
668,1051,彩雲国物語第２シリーズ,2007_1
669,1057,風のスティグマ（風の聖痕）,2007_1
670,1053,ラブコン,2007_1
671,1046,sola-そら,2007_1
672,1020,ヒロイック・エイジ,2007_1
673,1052,地球へ…(テレビ版),2007_1
674,1039,ロミオ×ジュリエット,2007_1
675,1044,やさいのようせい,2007_1
676,1035,OverDrive-オーバードライブ,2007_1
677,1061,英國戀物語エマ第二幕,2007_1
678,1658,ながされて藍蘭島,2007_1
679,1028,エル・カザド,2007_1
680,1037,大江戸ロケット,2007_1
681,1067,DevilMayCry-デビルメイクライ,2007_1
682,4632,ナミダの向こう,2007_1
683,1065,湾岸MIDNIGHT-ミッドナイト,2007_1
684,1018,ひとひら,2007_1
685,1026,アイドルマスターXENOGLOSSIA[ゼノグラシア],2007_1
686,1019,鉄人28号白昼の残月,2007_1
687,1059,怪物王女,2007_1
688,1063,AFROSAMURAIアフロサムライ,2007_1
689,1033,セイント・ビースト光陰叙事詩天使譚,2007_1
690,1038,神曲奏界ポリフォニカ,2007_1
691,1031,この青空に約束を―〜ようこそつぐみ寮へ〜,2007_1
692,1048,かみちゃまかりん,2007_1
693,1040,機神大戦ギガンティックフォーミュラ,2007_1
694,1050,BLUEDRAGONブルードラゴン,2007_1
695,1062,スカルマンTHESKULLMAN,2007_1
696,1047,シャイニング・ティアーズ・クロス・ウィンド,2007_1
697,1025,ゲゲゲの鬼太郎[第5作-00's],2007_1
698,1030,ウエルベールの物語SistersofWellber,2007_1
699,1036,キスダム-ENGAGEplanet,2007_1
700,1043,鋼鉄三国志,2007_1
701,1041,鋼鉄神ジーグ,2007_1
702,1049,風の少女エミリー,2007_1
703,1027,桃華月憚-とうかげったん-,2007_1
704,4089,ひつじのショーン（1stseason）,2007_1
705,4280,おねがいマイメロディすっきり♪,2007_1
706,1029,ティーンエイジミュータントニンジャタートルズ,2007_1
707,1034,シュガーバニーズ,2007_1
708,1060,スパイダーライダーズよみがえる太陽,2007_1
709,7962,宇宙人襲来ヒロシの場合,2007_1
710,7961,三茶ブルース,2007_1
711,1087,BACCANO！バッカーノ！,2007_2
712,1076,ひぐらしのなく頃に解,2007_2
713,1085,ゼロの使い魔双月の騎士,2007_2
714,1071,SchoolDays-スクールデイズ,2007_2
715,1084,モノノ怪,2007_2
716,1081,さよなら絶望先生,2007_2
717,1086,シグルイ,2007_2
718,1091,MOONLIGHTMILE2ndシーズン-Touchdownムーンライトマイル,2007_2
719,4139,DEATHNOTEデスノートディレクターズカット完全決着版～リライト・幻視する神～,2007_2
720,1080,ぽてまよ,2007_2
721,1077,スカイガールズ[TV版],2007_2
722,1089,撲殺天使ドクロちゃん2,2007_2
723,1070,ななついろ★ドロップス,2007_2
724,1073,ケンコー全裸系水泳部ウミショー,2007_2
725,1069,スポンジ・ボブ,2007_2
726,1083,もえたん,2007_2
727,1088,東京魔人學園剣風帖龍龍第弐幕,2007_2
728,1075,ZOMBIE-LOAN-ゾンビローン,2007_2
729,1068,鉄子の旅,2007_2
730,1078,ムシウタ,2007_2
731,1072,ドージンワーク,2007_2
732,1074,CODE-E,2007_2
733,4315,BUZZERBEATERブザー・ビーター,2007_2
734,1092,ベン10,2007_2
735,1079,はぴはぴクローバー,2007_2
736,4311,ポケモン不思議のダンジョン・時の探検隊・闇の探検隊,2007_2
737,7963,PROJECT_MERMAID,2007_2
738,7967,ジャイロソプターGyrosopter,2007_2
739,7964,スポーツ大佐第１８話「刺客が山狩りに来た！！」,2007_2
740,7965,ワンダバキッス,2007_2
741,7966,「ゆルルル」～日常編～,2007_2
742,1104,CLANNAD[クラナド],2007_3
743,1119,みなみけ,2007_3
744,1109,ef-ataleofmemories.エフ・アテールオブメモリーズ,2007_3
745,1106,灼眼のシャナII,2007_3
746,1110,機動戦士ガンダム00[ダブルオー],2007_3
747,1099,逆境無頼カイジUltimateSurvivor,2007_3
748,1095,BAMBOOBLADEバンブーブレード,2007_3
749,1122,もやしもん,2007_3
750,1107,キミキスpurerouge,2007_3
751,1120,げんしけん2,2007_3
752,1108,しゅごキャラ！,2007_3
753,1102,Myself;Yourself-マイセルフ・ユアセルフ,2007_3
754,1118,D.C.IIダ・カーポII,2007_3
755,1124,神霊狩／GHOSTHOUND,2007_3
756,3903,オハヨウ,2007_3
757,1121,こどものじかん,2007_3
758,1094,スケッチブックfullcolor's,2007_3
759,1123,しおんの王,2007_3
760,1103,ご愁傷さま二ノ宮くん,2007_3
761,3112,猫の集会,2007_3
762,1098,魔人探偵脳噛ネウロ,2007_3
763,1115,もっけ,2007_3
764,1114,レンタルマギカ,2007_3
765,1105,逮捕しちゃうぞフルスロットル,2007_3
766,1096,ナイトウィザードTheANIMATION,2007_3
767,1101,ドラゴノーツ-ザ・レゾナンス-,2007_3
768,1100,素敵探偵ラビリンス,2007_3
769,1113,プリズムアーク,2007_3
770,1116,獣神演武,2007_3
771,1097,BLUEDROP～天使達の戯曲-ブルードロップ,2007_3
772,1129,AYAKASHIアヤカシ,2007_3
773,1128,妄想少女オタク系,2007_3
774,1125,流星のロックマントライブ,2007_3
775,4401,金田一少年の事件簿ＳＰ（スペシャル）オペラ座館・最後の殺人,2007_3
776,4402,金田一少年の事件簿ＳＰ（スペシャル）吸血鬼伝説殺人事件,2007_3
777,7968,プロジェクトΩ,2007_3
778,7969,おっかけっこ,2007_3
779,7970,おんみつ☆姫,2007_3
780,4226,一期一会恋バナ友バナ,2007_3
781,1093,かわいいジェニー,2007_3
782,1126,ボノロン不思議な森のいいつたえ,2007_3
783,1127,エレキングTheAnimation,2007_3
784,1145,狼と香辛料,2008_0
785,1137,truetears[トゥルーティアーズ],2008_0
786,1144,ARIATheORIGINATION[アリアジオリジネーション],2008_0
787,1141,みなみけおかわり,2008_0
788,1132,ロザリオとバンパイア,2008_0
789,1136,俗・さよなら絶望先生,2008_0
790,1138,PERSONAtrinitysoul-ペルソナ・トリニティソウル,2008_0
791,1147,墓場鬼太郎,2008_0
792,1139,MAJOR第4シリーズ-メジャー,2008_0
793,4634,フィニアスとファーブ,2008_0
794,1155,ギャグマンガ日和3,2008_0
795,1134,シゴフミ～StoriesofLastLetter～,2008_0
796,1153,Mnemosyune-ムネモシュネの娘たち-,2008_0
797,1131,H2O～FOOTPRINTSINTHESAND～エイチツーオー・フットプリンツインザサンド,2008_0
798,1142,ポルフィの長い旅,2008_0
799,1146,のらみみ,2008_0
800,1143,GUNSLINGERGIRL-ILTEATRINO-ガンスリンガー・ガールイル・テアトリーノ,2008_0
801,1135,君が主で執事が俺で,2008_0
802,1152,Yes！プリキュア5GoGo！,2008_0
803,1133,破天荒遊戯,2008_0
804,1130,ウエルベールの物語SistersofWellber第二幕,2008_0
805,1140,全力ウサギ,2008_0
806,1154,BUSGAMERビズゲーマー,2008_0
807,1148,ヤッターマン[2008年度版],2008_0
808,1151,古代王者恐竜キングDキッズ・アドベンチャー翼竜伝説,2008_0
809,1184,コードギアス反逆のルルーシュR2,2008_1
810,1165,マクロスFRONTIER[フロンティア],2008_1
811,1195,図書館戦争,2008_1
812,1161,ToLOVEる-とらぶる-,2008_1
813,1162,紅-kurenai-,2008_1
814,1186,ソウルイーター-SOULEATER,2008_1
815,1160,xxxHOLiC◆継-ホリック,2008_1
816,1158,純情ロマンチカ,2008_1
817,1172,D.C.IIS.S.ダ・カーポIIセカンドシーズン,2008_1
818,1187,ヴァンパイア騎士,2008_1
819,1194,カイバ,2008_1
820,1159,遊戯王5D's,2008_1
821,1183,絶対可憐チルドレン,2008_1
822,1189,ファイアボール,2008_1
823,1163,アリソンとリリア,2008_1
824,1167,イタズラなKiss,2008_1
825,1178,隠の王,2008_1
826,1164,今日からマ王！[第3シリーズ],2008_1
827,1180,スペシャル・エーS・A,2008_1
828,1177,我が家のお稲荷さま。,2008_1
829,1192,RD潜脳調査室アールディー,2008_1
830,1199,二十面相の娘,2008_1
831,1197,ゴルゴ13,2008_1
832,1168,あまつき,2008_1
833,1166,ドルアーガの塔～theAegisofURUK～,2008_1
834,1196,ソウルイーターレイトショーSOULEATER,2008_1
835,1174,BLASSREITERブラスレイター,2008_1
836,1181,おねがいマイメロディきららっ☆,2008_1
837,1173,かのこん,2008_1
838,1190,うちの3姉妹,2008_1
839,1157,チーズスイートホーム,2008_1
840,1198,狂乱家族日記,2008_1
841,1175,仮面のメイドガイ,2008_1
842,1176,BLUEDRAGON天界の七竜-ブルードラゴン,2008_1
843,1191,秘密-トップシークレット,2008_1
844,4090,キスダムR-ENGAGEplanet-,2008_1
845,1205,一騎当千GreatGuardians[グレートガーディアンズ],2008_1
846,1185,モノクロームファクター,2008_1
847,1179,ネオアンジェリークAbyss,2008_1
848,1200,ペンギン娘はぁと,2008_1
849,1169,きらりん☆レボリューション第3期,2008_1
850,1193,クリスタルブレイズ,2008_1
851,1202,ペンギンの問題,2008_1
852,1182,ネットゴーストPIPOPA,2008_1
853,1170,ベン10新シリーズ,2008_1
854,1201,シュガーバニーズショコラ！第2シリーズ,2008_1
855,1222,夏目友人帳,2008_2
856,1220,ゼロの使い魔三美姫の輪舞,2008_2
857,1210,ストライクウィッチーズ,2008_2
858,1218,セキレイ,2008_2
859,1211,ひだまりスケッチ×365,2008_2
860,1223,乃木坂春香の秘密,2008_2
861,1216,鉄腕バーディーDECODE,2008_2
862,1224,無限の住人,2008_2
863,1219,ネオアンジェリークAbyssSecondAg,2008_2
864,1215,恋姫†無双-こいひめむそう,2008_2
865,1221,ワールドデストラクション世界撲滅の六人,2008_2
866,1217,薬師寺涼子の怪奇事件簿,2008_2
867,1226,バトルスピリッツ少年突破バシン,2008_2
868,1208,スレイヤーズREVOLUTION[レボリューション],2008_2
869,1206,テレパシー少女蘭,2008_2
870,1213,西洋骨董洋菓子店～アンティーク～,2008_2
871,1209,魔法遣いに大切なこと夏のソラ,2008_2
872,1212,Mission-Eミッションイー,2008_2
873,1207,ウルトラヴァイオレット：Code044,2008_2
874,1214,スケアクロウマン,2008_2
875,1225,アキバちゃん,2008_2
876,1236,CLANNADAFTERSTORY-クラナドアフターストーリー,2008_3
877,1232,とらドラ！,2008_3
878,1254,喰霊-零-,2008_3
879,1245,とある魔術の禁書目録[インデックス],2008_3
880,1258,ef-ataleofmelodies.,2008_3
881,1247,かんなぎ,2008_3
882,1238,黒執事,2008_3
883,1234,あかね色に染まる坂,2008_3
884,1252,機動戦士ガンダム002ndseason[ダブルオーセカンドシーズン],2008_3
885,1263,ONEOUTS-ワンナウツ,2008_3
886,1227,亡念のザムド,2008_3
887,1256,スキップビート！,2008_3
888,1268,純情ロマンチカ2,2008_3
889,1241,テイルズオブジアビス-TALESOFTHEABYSS,2008_3
890,1266,のだめカンタービレ巴里編,2008_3
891,1230,ロザリオとバンパイアCAPU2,2008_3
892,1259,ヴァンパイア騎士Guilty,2008_3
893,1261,魍魎の匣,2008_3
894,1267,CHAOS;HEADカオスヘッド,2008_3
895,1255,イナズマイレブン,2008_3
896,1248,しゅごキャラ！！どきっ,2008_3
897,1242,天体戦士サンレッド,2008_3
898,1249,地獄少女三鼎[みつがなえ],2008_3
899,1270,ミチコとハッチン,2008_3
900,1253,今日の5の2,2008_3
901,1228,伯爵と妖精,2008_3
902,1233,キャシャーンSins,2008_3
903,1235,夜桜四重奏-ヨザクラカルテット,2008_3
904,1229,のらみみ2,2008_3
905,1240,鉄のラインバレル,2008_3
906,1239,頭文字D-イニシャルディーExtraStage2旅立ちのグリーン,2008_3
907,1265,タイタニア,2008_3
908,1244,ケメコデラックス！,2008_3
909,1231,ヒャッコ,2008_3
910,1262,黒塚KUROZUKA,2008_3
911,1243,北斗の拳ラオウ外伝天の覇王,2008_3
912,1237,屍姫赫[シカバネヒメ],2008_3
913,1251,まかでみWAっしょい！,2008_3
914,1260,美肌一族,2008_3
915,1264,スティッチ！,2008_3
916,1269,ねぎぼうずのあさたろう,2008_3
917,9120,ネットミラクルショッピング,2008_3
918,1280,続夏目友人帳,2009_0
919,1275,みなみけおかえり,2009_0
920,1286,鋼殻のレギオス,2009_0
921,1289,獣の奏者エリン,2009_0
922,1274,まりあ†ほりっく[マリアホリック],2009_0
923,1281,はじめの一歩NewChallenger,2009_0
924,1278,マリア様がみてる4thシーズン,2009_0
925,1287,MAJOR第5シリーズ-メジャー,2009_0
926,1288,鉄腕バーディーDECODE：02,2009_0
927,1276,WHITEALBUM-ホワイトアルバム前半,2009_0
928,1283,明日のよいち！,2009_0
929,1297,フレッシュプリキュア！,2009_0
930,1285,ドルアーガの塔theSwordofURUK,2009_0
931,1293,ライドバックRIDEBACK,2009_0
932,1295,源氏物語千年紀Genji,2009_0
933,1291,スレイヤーズEVOLUTION-R[エボリューションアール],2009_0
934,1282,VIPER'SCREEDバイパーズクリード,2009_0
935,1284,黒神TheAnimation,2009_0
936,1277,アキカン！,2009_0
937,1273,屍姫玄[シカバネヒメ],2009_0
938,1279,宇宙をかける少女,2009_0
939,1292,空を見上げる少女の瞳に映る世界,2009_0
940,1290,クプ～！！まめゴマ！,2009_0
941,1294,さくらんBOYDT(サクランボーイ),2009_0
942,1327,鋼の錬金術師FULLMETALALCHEMIST,2009_1
943,1309,けいおん！,2009_1
944,1323,咲-Saki-,2009_1
945,1337,東のエデン,2009_1
946,1317,涼宮ハルヒの憂鬱第2期,2009_1
947,1310,Phantom～RequiemforthePhantom～,2009_1
948,1315,ハヤテのごとく！！第2期,2009_1
949,1329,クロスゲーム,2009_1
950,1311,PandoraHeartsパンドラハーツ,2009_1
951,1319,戦場のヴァルキュリア,2009_1
952,1338,初恋限定。(初恋リミテッド),2009_1
953,1328,花咲ける青少年,2009_1
954,1333,07-GHOST[セブンゴースト],2009_1
955,1300,ルパン三世VS名探偵コナン,2009_1
956,1305,リストランテ・パラディーゾ,2009_1
957,1304,戦国BASARA[バサラ],2009_1
958,2270,ドラゴンボール改[DRAGONBALLKAI],2009_1
959,1324,シャングリ・ラ,2009_1
960,1299,金色のコルダ～secondpasso～,2009_1
961,1302,スターウォーズ／クローンウォーズ,2009_1
962,1325,夏のあらし！,2009_1
963,1342,金色のコルダ～secondpasso～第2楽章,2009_1
964,1312,アスラクライン,2009_1
965,1339,神曲奏界ポリフォニカクリムゾンS,2009_1
966,1331,グイン・サーガ-GUINSAGA,2009_1
967,1303,マリー&amp;ガリー,2009_1
968,1321,TearstoTiara[ティアーズ・トゥ・ティアラ],2009_1
969,1308,クイーンズブレイド流浪の戦士,2009_1
970,1334,タユタマKissonmyDeity,2009_1
971,1322,ジュエルペット,2009_1
972,1326,こんにちはアンBeforeGreenGables,2009_1
973,1336,蒼天航路,2009_1
974,1320,真マジンガー衝撃！Z編,2009_1
975,1301,チーズスイートホームあたらしいおうち,2009_1
976,1314,バスカッシュ！,2009_1
977,3465,PeepingLife[ピーピング・ライフ]ThePerfectEdition,2009_1
978,1340,メタルファイトベイブレード,2009_1
979,1318,極上！！めちゃモテ委員長,2009_1
980,1316,アラド戦記スラップアップパーティー,2009_1
981,1306,毎日かあさん,2009_1
982,1343,ヴァイス・サヴァイヴ,2009_1
983,3961,ヒゲぴよ,2009_1
984,4100,クッキンアイドルアイ！マイ！まいん！,2009_1
985,1307,キャラディのジョークな毎日,2009_1
986,1335,シュガーバニーズフルール,2009_1
987,4566,うんこさん-ツイてる人にしか見えない妖精-,2009_1
988,10938,泣かせる味に会いたい五箇山のおじいちゃん編,2009_1
989,10937,泣かせる海に会いたい海辺の友情編,2009_1
990,1352,化物語,2009_2
991,1363,狼と香辛料II,2009_2
992,1362,東京マグニチュード8.0,2009_2
993,1361,宙のまにまに,2009_2
994,1357,プリンセスラバー！,2009_2
995,1353,CANAANカナン,2009_2
996,1354,懺・さよなら絶望先生,2009_2
997,1349,うみねこのなく頃に,2009_2
998,1348,青い花,2009_2
999,1350,大正野球娘。,2009_2
1000,1360,GA芸術科アートデザインクラス,2009_2
1001,4667,エヴァンゲリヲン新劇場版：序TV版,2009_2
1002,1351,NEEDLESSニードレス,2009_2
1003,1366,バトルスピリッツ少年激覇ダン,2009_2
1004,1344,川の光,2009_2
1005,1358,かなめも,2009_2
1006,1359,くるねこ,2009_2
1007,1355,エレメントハンター,2009_2
1008,1346,ファイト一発！充電ちゃん！！,2009_2
1009,1364,よくわかる現代魔法,2009_2
1010,1345,うみものがたりあなたがいてくれたコト,2009_2
1011,10931,泣かせる空に会いたい立山の恋人編,2009_2
1012,1394,とある科学の超電磁砲[レールガン],2009_3
1013,1389,君に届け,2009_3
1014,1375,生徒会の一存,2009_3
1015,1380,そらのおとしもの,2009_3
1016,1393,DARKERTHANBLACK-ダーカーザンブラック流星の双子[ジェミニ],2009_3
1017,1398,FAIRYTAILフェアリーテイル,2009_3
1018,1369,にゃんこい！,2009_3
1019,1388,こばと。,2009_3
1020,1370,けんぷファー,2009_3
1021,1376,犬夜叉完結編,2009_3
1022,1384,夢色パティシエール,2009_3
1023,1407,ひだまりスケッチ×365特別編,2009_3
1024,1377,テガミバチ,2009_3
1025,1385,乃木坂春香の秘密ぴゅあれっつぁ♪,2009_3
1026,1403,空中ブランコ,2009_3
1027,1401,WHITEALBUM-ホワイトアルバム後半,2009_3
1028,1373,聖剣の刀鍛冶(ブラックスミス),2009_3
1029,1374,天体戦士サンレッド第2期,2009_3
1030,1371,戦う司書TheBookofBantorra,2009_3
1031,1382,夏のあらし！春夏冬中,2009_3
1032,1313,アスラクライン2,2009_3
1033,1387,11eyesイレブンアイズ,2009_3
1034,1390,ささめきこと,2009_3
1035,1381,真恋姫†無双,2009_3
1036,1386,あにゃまる探偵キルミンずぅ,2009_3
1037,1395,青い文学シリーズ,2009_3
1038,1408,まほろまてぃっく特別編ただいまおかえり,2009_3
1039,1368,クイーンズブレイド玉座を継ぐ者,2009_3
1040,1372,しゅごキャラパーティー！,2009_3
1041,1392,秘密結社鷹の爪カウントダウン,2009_3
1042,4217,しゅごキャラ！！！どっきどきっ,2009_3
1043,4496,青い文学シリーズ走れメロス,2009_3
1044,1402,怪談レストラン,2009_3
1045,1396,ご姉弟物語,2009_3
1046,1383,ミラクル☆トレイン大江戸線へようこそ,2009_3
1047,1404,キディ・ガーランド[KIDDYGiRL-AND],2009_3
1048,4421,青い文学シリーズ桜の森の満開の下,2009_3
1049,4561,青い文学シリーズこころ,2009_3
1050,1397,たまごっち！,2009_3
1051,1399,新・三銃士,2009_3
1052,1400,スティッチ！いたずらエイリアンの大冒険,2009_3
1053,1378,うさるさん,2009_3
1054,1391,チェブラーシカあれれ？,2009_3
1055,1409,ぼくチロ！,2009_3
1056,1425,デュラララ！！,2010_0
1057,1431,刀語-かたながたり,2010_0
1058,1421,バカとテストと召喚獣,2010_0
1059,1415,ソ・ラ・ノ・ヲ・ト,2010_0
1060,1429,のだめカンタービレフィナーレ-finale,2010_0
1061,1423,ひだまりスケッチ×☆☆☆[ほしみっつ],2010_0
1062,1420,おまもりひまり,2010_0
1063,1419,れでぃ×ばと！,2010_0
1064,1432,ハートキャッチプリキュア！,2010_0
1065,1422,ダンスインザヴァンパイアバンド,2010_0
1066,1417,増田こうすけ劇場ギャグマンガ日和＋（プラス）,2010_0
1067,1426,聖痕のクェイサー,2010_0
1068,1428,はなまる幼稚園,2010_0
1069,3333,raintown[レインタウン],2010_0
1070,4103,ヒピラくん,2010_0
1071,1424,おおかみかくし,2010_0
1072,1414,COBRATHEANIMATION-コブラジアニメーション,2010_0
1073,1434,ゆとりちゃん,2010_0
1074,4437,青い文学シリーズ蜘蛛の糸,2010_0
1075,1427,怪盗レーニャ,2010_0
1076,1416,ちゅーぶら！！,2010_0
1077,4560,青い文学シリーズ地獄変,2010_0
1078,9121,ネットミラクルショッピング2ndシーズン,2010_0
1079,1467,けいおん！！2期,2010_1
1080,1448,AngelBeats！-エンジェルビーツ！,2010_1
1081,1458,WORKING！！-ワーキング！！,2010_1
1082,1473,四畳半神話大系,2010_1
1083,1444,会長はメイド様！,2010_1
1084,1460,荒川アンダーザブリッジ,2010_1
1085,1447,いちばんうしろの大魔王,2010_1
1086,1443,おおきく振りかぶって夏の大会編,2010_1
1087,1451,薄桜鬼,2010_1
1088,1468,迷い猫オーバーラン！,2010_1
1089,1464,kiss×sisキスシス,2010_1
1090,1469,RAINBOW二舎六房の七人-レインボウ,2010_1
1091,1442,B型H系,2010_1
1092,1455,ジュエルペットてぃんくる☆,2010_1
1093,1471,さらい屋五葉,2010_1
1094,1459,GIANTKILLING[ジャイアントキリング],2010_1
1095,1450,MAJOR第6シリーズ-メジャー,2010_1
1096,1470,裏切りは僕の名前を知っている,2010_1
1097,1461,ザ・ペンギンズfromマダガスカル,2010_1
1098,1457,ひめチェン！おとぎちっくアイドルリルぷりっ,2010_1
1099,1441,真恋姫†無双乙女大乱,2010_1
1100,1465,閃光のナイトレイド,2010_1
1101,3466,PeepingLife[ピーピング・ライフ]ThePerfectEmotion,2010_1
1102,3474,低燃費少女ハイジ,2010_1
1103,1445,HEROMANヒーローマン,2010_1
1104,1463,メタルファイトベイブレード爆,2010_1
1105,1437,一騎当千XTREMEXECUTOR[エクストリームエグゼキューター],2010_1
1106,1452,極上！！めちゃモテ委員長セカンドコレクション,2010_1
1107,1462,最強武将伝・三国演義,2010_1
1108,1439,はなかっぱ,2010_1
1109,1454,SDガンダム三国伝BraveBattleWarriors,2010_1
1110,1440,マリー＆ガリーver.2.0,2010_1
1111,1449,リングにかけろ1影道編-シャドウ,2010_1
1112,1475,アマガミSS,2010_2
1113,1474,伝説の勇者の伝説,2010_2
1114,1480,生徒会役員共,2010_2
1115,1484,学園黙示録HIGHSCHOOLOFTHEDEAD,2010_2
1116,1476,オオカミさんと七人の仲間たち,2010_2
1117,1489,ストライクウィッチーズ2,2010_2
1118,1490,屍鬼[シキ],2010_2
1119,1481,セキレイPureEngagement,2010_2
1120,1483,ぬらりひょんの孫,2010_2
1121,1477,黒執事Ⅱ,2010_2
1122,1479,みつどもえ,2010_2
1123,1485,世紀末オカルト学院,2010_2
1124,1478,あそびにいくヨ！,2010_2
1125,1491,戦国BASARA弐,2010_2
1126,2212,バトルスピリッツブレイヴ,2010_2
1127,1487,祝福のカンパネラ,2010_2
1128,1488,デジモンクロスウォーズ,2010_2
1129,2263,モンハン日記ぎりぎりアイルー村☆アイルー危機一髪☆,2010_2
1130,1482,殿といっしょ,2010_2
1131,1486,スティッチ！ずっと最高のトモダチ,2010_2
1132,2099,ガーフィールドショー,2010_2
1133,2224,俺の妹がこんなに可愛いわけがない,2010_3
1134,2101,とある魔術の禁書目録[インデックス]Ⅱ第2期,2010_3
1135,2227,神のみぞ知るセカイ,2010_3
1136,2225,ヨスガノソラ,2010_3
1137,2211,バクマン。,2010_3
1138,2220,そらのおとしものf[フォルテ],2010_3
1139,2228,侵略！イカ娘,2010_3
1140,2229,えむえむっ！,2010_3
1141,2207,荒川アンダーザブリッジ×ブリッジ[第2期],2010_3
1142,2216,それでも町は廻っている,2010_3
1143,2226,もっとToLOVEる-とらぶる-[第2期],2010_3
1144,2223,薄桜鬼碧血録[へっけつろく]第2期,2010_3
1145,2210,おとめ妖怪ざくろ,2010_3
1146,2230,STARDRIVER輝きのタクト-スタードライバー,2010_3
1147,2218,海月姫-くらげひめ-,2010_3
1148,2095,フォーチュンアテリアル-赤い約束-[FORTUNEARTERIAL],2010_3
1149,2214,探偵オペラミルキィホームズ,2010_3
1150,2231,パンティ＆ストッキングウィズガーターベルト[Panty＆StockingwithGarterbelt],2010_3
1151,2209,心霊探偵八雲,2010_3
1152,2222,テガミバチREVERSE[リバース],2010_3
1153,2090,百花繚乱サムライガールズ,2010_3
1154,3058,夢色パティシエールSPプロフェッショナル,2010_3
1155,2221,スーパーロボット大戦OG-ジ・インスペクター,2010_3
1156,3146,食パンミミー,2010_3
1157,2622,カッコカワイイ宣言！,2010_3
1158,2233,ポケットモンスターベストウイッシュ,2010_3
1159,2276,這いよる！ニャルアニリメンバー・マイ・ラブ（クラフト先生）,2010_3
1160,2093,咎狗の血,2010_3
1161,2219,アイアンマン,2010_3
1162,2285,農業ムスメ！,2010_3
1163,2271,一期一会～キミノコトバ～,2010_3
1164,2237,リタとナントカ-RitaetMachin,2010_3
1165,2232,カルルとふしぎな塔,2010_3
1166,7795,SHIN-MEN,2010_3
1167,4432,ミルクチャポン～みんなのMILKJAPAN～,2010_3
1168,2715,魔法少女まどか☆マギカ,2011_0
1169,2096,GOSICK[ゴシック],2011_0
1170,2260,君に届け2NDSEASON,2011_0
1171,2097,IS[インフィニットストラトス],2011_0
1172,2277,これはゾンビですか？,2011_0
1173,2272,ドラゴンクライシス！,2011_0
1174,2413,LEVELE[レベルイー],2011_0
1175,2280,お兄ちゃんのことなんかぜんぜん好きじゃないんだからねっ！！,2011_0
